,지점,지점명,일시,평균기온(℃),최저기온(℃),최고기온(℃)
0,108,서울,1907-10-01,13.5,7.9,20.7
1,108,서울,1907-10-02,16.2,7.9,22.0
2,108,서울,1907-10-03,16.2,13.1,21.3
3,108,서울,1907-10-04,16.5,11.2,22.0
4,108,서울,1907-10-05,17.6,10.9,25.4
5,108,서울,1907-10-06,13.0,11.2,21.3
6,108,서울,1907-10-07,11.3,6.3,16.1
7,108,서울,1907-10-08,8.9,3.9,14.9
8,108,서울,1907-10-09,11.6,3.8,21.1
9,108,서울,1907-10-10,14.2,6.4,24.1
10,108,서울,1907-10-11,15.4,10.1,20.4
11,108,서울,1907-10-12,13.9,11.1,17.4
12,108,서울,1907-10-13,13.8,8.3,21.3
13,108,서울,1907-10-14,13.0,6.1,20.6
14,108,서울,1907-10-15,13.1,5.7,20.9
15,108,서울,1907-10-16,14.1,8.2,20.2
16,108,서울,1907-10-17,16.4,10.3,21.6
17,108,서울,1907-10-18,14.3,9.8,20.9
18,108,서울,1907-10-19,13.9,6.7,21.3
19,108,서울,1907-10-20,18.3,12.4,22.7
20,108,서울,1907-10-21,15.2,10.7,19.9
21,108,서울,1907-10-22,15.4,12.1,19.6
22,108,서울,1907-10-23,13.1,8.1,16.3
23,108,서울,1907-10-24,9.7,3.3,17.1
24,108,서울,1907-10-25,12.7,6.2,18.7
25,108,서울,1907-10-26,11.8,7.2,18.2
26,108,서울,1907-10-27,14.0,7.7,20.7
27,108,서울,1907-10-28,13.8,8.4,19.6
28,108,서울,1907-10-29,14.3,10.7,20.0
29,108,서울,1907-10-30,12.2,6.7,20.1
30,108,서울,1907-10-31,13.4,5.2,20.3
31,108,서울,1907-11-01,16.1,11.7,21.3
32,108,서울,1907-11-02,14.2,9.1,21.1
33,108,서울,1907-11-03,6.4,2.3,11.1
34,108,서울,1907-11-04,5.9,-1.0,13.6
35,108,서울,1907-11-05,8.6,1.7,17.0
36,108,서울,1907-11-06,9.5,3.6,18.1
37,108,서울,1907-11-07,5.7,0.0,12.4
38,108,서울,1907-11-08,4.1,-0.7,9.4
39,108,서울,1907-11-09,6.9,0.7,11.9
40,108,서울,1907-11-10,7.9,1.7,13.2
41,108,서울,1907-11-11,10.3,8.2,13.4
42,108,서울,1907-11-12,9.9,5.4,14.9
43,108,서울,1907-11-13,9.5,3.7,16.4
44,108,서울,1907-11-14,9.5,5.1,15.2
45,108,서울,1907-11-15,11.3,3.9,17.6
46,108,서울,1907-11-16,11.6,10.1,12.6
47,108,서울,1907-11-17,6.6,0.7,11.7
48,108,서울,1907-11-18,0.6,-2.7,6.7
49,108,서울,1907-11-19,0.4,-2.5,4.3
50,108,서울,1907-11-20,2.7,-1.2,7.1
51,108,서울,1907-11-21,2.2,-3.5,6.2
52,108,서울,1907-11-22,8.9,3.2,11.2
53,108,서울,1907-11-23,7.7,5.9,9.9
54,108,서울,1907-11-24,-1.1,-5.0,5.9
55,108,서울,1907-11-25,-4.5,-7.3,-0.7
56,108,서울,1907-11-26,-1.0,-5.7,1.5
57,108,서울,1907-11-27,-1.1,-6.1,1.9
58,108,서울,1907-11-28,-2.7,-8.5,2.0
59,108,서울,1907-11-29,-0.2,-4.6,2.9
60,108,서울,1907-11-30,-6.6,-8.9,-2.4
61,108,서울,1907-12-01,-4.6,-10.5,1.4
62,108,서울,1907-12-02,-3.1,-9.0,3.4
63,108,서울,1907-12-03,1.9,-2.6,6.1
64,108,서울,1907-12-04,-1.2,-2.7,1.3
65,108,서울,1907-12-05,-1.0,-6.9,2.6
66,108,서울,1907-12-06,-1.3,-6.1,5.8
67,108,서울,1907-12-07,-4.1,-9.3,1.9
68,108,서울,1907-12-08,-1.1,-7.2,6.6
69,108,서울,1907-12-09,3.2,-4.3,8.1
70,108,서울,1907-12-10,-1.4,-5.1,4.3
71,108,서울,1907-12-11,-2.3,-7.1,0.6
72,108,서울,1907-12-12,-0.1,-3.1,3.8
73,108,서울,1907-12-13,4.0,-3.5,9.0
74,108,서울,1907-12-14,-6.0,-9.9,6.4
75,108,서울,1907-12-15,-8.1,-11.9,-5.1
76,108,서울,1907-12-16,-7.3,-11.9,-2.4
77,108,서울,1907-12-17,-7.3,-13.2,-2.1
78,108,서울,1907-12-18,-5.5,-12.3,-0.4
79,108,서울,1907-12-19,-6.5,-11.9,-0.2
80,108,서울,1907-12-20,-2.9,-8.1,1.9
81,108,서울,1907-12-21,-12.1,-14.8,-8.1
82,108,서울,1907-12-22,-13.4,-18.0,-10.2
83,108,서울,1907-12-23,-13.3,-20.1,-9.4
84,108,서울,1907-12-24,-3.2,-9.7,0.9
85,108,서울,1907-12-25,3.5,1.1,6.8
86,108,서울,1907-12-26,3.2,-1.9,6.4
87,108,서울,1907-12-27,-3.8,-6.3,-0.7
88,108,서울,1907-12-28,-4.6,-9.6,-1.9
89,108,서울,1907-12-29,-9.0,-13.5,-4.4
90,108,서울,1907-12-30,-9.2,-14.2,-6.1
91,108,서울,1907-12-31,-4.0,-7.1,-2.1
92,108,서울,1908-01-01,-5.9,-9.1,-1.3
93,108,서울,1908-01-02,-7.7,-13.9,-3.0
94,108,서울,1908-01-03,-6.2,-10.8,-2.9
95,108,서울,1908-01-04,-7.5,-12.8,-1.7
96,108,서울,1908-01-05,-4.8,-11.3,-0.1
97,108,서울,1908-01-06,-1.1,-5.1,2.9
98,108,서울,1908-01-07,-4.4,-6.7,-1.2
99,108,서울,1908-01-08,-6.3,-10.4,-0.9
100,108,서울,1908-01-09,-3.2,-9.3,2.0
101,108,서울,1908-01-10,0.3,-4.5,3.3
102,108,서울,1908-01-11,1.7,-1.0,4.8
103,108,서울,1908-01-12,2.0,-1.3,4.5
104,108,서울,1908-01-13,1.4,-3.7,4.7
105,108,서울,1908-01-14,-3.2,-7.4,0.1
106,108,서울,1908-01-15,-1.9,-4.5,0.9
107,108,서울,1908-01-16,-8.9,-11.2,-4.5
108,108,서울,1908-01-17,-6.5,-11.3,-3.6
109,108,서울,1908-01-18,1.1,-3.9,2.8
110,108,서울,1908-01-19,1.7,1.3,2.8
111,108,서울,1908-01-20,-1.1,-7.4,2.3
112,108,서울,1908-01-21,-9.1,-11.2,-6.1
113,108,서울,1908-01-22,-9.7,-14.3,-5.1
114,108,서울,1908-01-23,-7.1,-13.4,-2.7
115,108,서울,1908-01-24,-2.0,-4.7,0.1
116,108,서울,1908-01-25,-1.2,-2.4,0.3
117,108,서울,1908-01-26,-4.1,-6.4,-0.6
118,108,서울,1908-01-27,-4.4,-9.9,0.0
119,108,서울,1908-01-28,-6.1,-10.8,-1.3
120,108,서울,1908-01-29,-3.5,-10.7,0.8
121,108,서울,1908-01-30,-1.1,-2.2,0.8
122,108,서울,1908-01-31,1.4,-2.4,6.2
123,108,서울,1908-02-01,-2.2,-6.4,1.6
124,108,서울,1908-02-02,-3.1,-7.5,-0.2
125,108,서울,1908-02-03,-8.0,-10.8,-5.4
126,108,서울,1908-02-04,-7.0,-10.3,-4.1
127,108,서울,1908-02-05,-8.5,-11.6,-5.5
128,108,서울,1908-02-06,-10.4,-13.3,-5.7
129,108,서울,1908-02-07,-9.6,-15.8,-3.7
130,108,서울,1908-02-08,-5.0,-11.3,1.3
131,108,서울,1908-02-09,-7.6,-11.4,-4.1
132,108,서울,1908-02-10,-7.0,-10.6,-2.5
133,108,서울,1908-02-11,-6.4,-9.9,-2.8
134,108,서울,1908-02-12,-7.0,-12.4,-1.2
135,108,서울,1908-02-13,-5.3,-12.3,1.3
136,108,서울,1908-02-14,-3.3,-7.5,2.3
137,108,서울,1908-02-15,-3.9,-9.8,2.0
138,108,서울,1908-02-16,-5.2,-8.8,-1.4
139,108,서울,1908-02-17,-7.5,-13.0,-1.6
140,108,서울,1908-02-18,-5.6,-12.9,0.3
141,108,서울,1908-02-19,-3.3,-11.0,5.5
142,108,서울,1908-02-20,-0.7,-8.4,7.3
143,108,서울,1908-02-21,-0.4,-4.7,5.1
144,108,서울,1908-02-22,-0.1,-3.8,5.4
145,108,서울,1908-02-23,-2.6,-6.2,2.7
146,108,서울,1908-02-24,-3.6,-7.8,1.7
147,108,서울,1908-02-25,-4.1,-8.7,0.8
148,108,서울,1908-02-26,-2.3,-7.9,4.1
149,108,서울,1908-02-27,2.3,-6.3,8.4
150,108,서울,1908-02-28,5.1,2.6,6.3
151,108,서울,1908-02-29,4.6,3.5,5.6
152,108,서울,1908-03-01,0.7,-4.8,4.0
153,108,서울,1908-03-02,-3.8,-7.4,0.1
154,108,서울,1908-03-03,1.9,-2.7,4.9
155,108,서울,1908-03-04,2.0,0.8,4.0
156,108,서울,1908-03-05,3.0,-0.2,7.9
157,108,서울,1908-03-06,3.3,-0.5,7.9
158,108,서울,1908-03-07,0.6,-1.6,2.2
159,108,서울,1908-03-08,-1.8,-4.9,1.9
160,108,서울,1908-03-09,-1.2,-3.5,1.5
161,108,서울,1908-03-10,-0.6,-1.8,1.5
162,108,서울,1908-03-11,-1.9,-4.5,1.8
163,108,서울,1908-03-12,-1.7,-5.3,2.6
164,108,서울,1908-03-13,-1.3,-5.9,3.8
165,108,서울,1908-03-14,0.0,-5.2,6.7
166,108,서울,1908-03-15,4.7,-2.2,11.8
167,108,서울,1908-03-16,6.0,-1.4,13.5
168,108,서울,1908-03-17,9.1,3.8,15.7
169,108,서울,1908-03-18,4.6,0.7,10.7
170,108,서울,1908-03-19,2.0,-1.3,7.9
171,108,서울,1908-03-20,0.1,-3.9,4.3
172,108,서울,1908-03-21,1.4,-1.8,6.0
173,108,서울,1908-03-22,2.9,-4.5,12.5
174,108,서울,1908-03-23,7.9,-0.4,17.0
175,108,서울,1908-03-24,7.7,2.7,14.7
176,108,서울,1908-03-25,5.4,-0.3,11.4
177,108,서울,1908-03-26,3.3,-2.2,7.4
178,108,서울,1908-03-27,0.8,-5.8,8.0
179,108,서울,1908-03-28,8.1,-1.8,15.5
180,108,서울,1908-03-29,12.7,7.4,18.2
181,108,서울,1908-03-30,8.1,5.3,11.4
182,108,서울,1908-03-31,6.5,-0.2,13.2
183,108,서울,1908-04-01,8.5,5.1,14.8
184,108,서울,1908-04-02,8.3,4.1,14.9
185,108,서울,1908-04-03,8.4,4.4,11.1
186,108,서울,1908-04-04,11.3,7.5,15.0
187,108,서울,1908-04-05,7.4,6.5,9.9
188,108,서울,1908-04-06,6.8,4.6,10.6
189,108,서울,1908-04-07,6.5,-0.7,13.6
190,108,서울,1908-04-08,10.2,4.8,17.2
191,108,서울,1908-04-09,10.5,5.1,16.9
192,108,서울,1908-04-10,10.9,6.6,17.1
193,108,서울,1908-04-11,10.4,7.1,13.6
194,108,서울,1908-04-12,8.6,6.9,9.4
195,108,서울,1908-04-13,7.7,2.9,14.1
196,108,서울,1908-04-14,7.1,0.1,14.8
197,108,서울,1908-04-15,8.9,0.6,18.6
198,108,서울,1908-04-16,8.4,4.2,14.4
199,108,서울,1908-04-17,9.8,1.9,18.8
200,108,서울,1908-04-18,11.0,2.0,20.4
201,108,서울,1908-04-19,11.8,3.0,22.7
202,108,서울,1908-04-20,14.4,4.7,22.9
203,108,서울,1908-04-21,14.0,11.3,17.4
204,108,서울,1908-04-22,14.2,10.2,21.1
205,108,서울,1908-04-23,14.0,5.3,21.6
206,108,서울,1908-04-24,10.8,4.2,20.9
207,108,서울,1908-04-25,8.0,3.4,13.3
208,108,서울,1908-04-26,10.1,6.4,16.4
209,108,서울,1908-04-27,9.4,4.4,14.2
210,108,서울,1908-04-28,9.0,2.2,17.1
211,108,서울,1908-04-29,10.8,1.5,19.6
212,108,서울,1908-04-30,14.6,7.1,22.2
213,108,서울,1908-05-01,16.3,8.1,24.2
214,108,서울,1908-05-02,12.3,9.9,16.1
215,108,서울,1908-05-03,13.6,9.7,19.0
216,108,서울,1908-05-04,12.3,5.2,20.1
217,108,서울,1908-05-05,13.9,8.2,20.5
218,108,서울,1908-05-06,15.0,7.9,22.9
219,108,서울,1908-05-07,16.9,9.8,24.6
220,108,서울,1908-05-08,17.1,11.2,24.3
221,108,서울,1908-05-09,17.3,13.3,23.5
222,108,서울,1908-05-10,18.0,13.6,24.9
223,108,서울,1908-05-11,13.0,10.2,17.9
224,108,서울,1908-05-12,9.2,7.6,14.3
225,108,서울,1908-05-13,12.3,6.3,17.3
226,108,서울,1908-05-14,12.5,5.7,20.1
227,108,서울,1908-05-15,14.8,5.5,24.0
228,108,서울,1908-05-16,13.3,10.9,18.5
229,108,서울,1908-05-17,14.0,11.1,18.0
230,108,서울,1908-05-18,15.2,8.2,23.2
231,108,서울,1908-05-19,16.7,10.9,24.2
232,108,서울,1908-05-20,15.7,12.7,21.0
233,108,서울,1908-05-21,15.9,8.9,24.1
234,108,서울,1908-05-22,13.8,12.4,18.0
235,108,서울,1908-05-23,13.6,10.8,19.2
236,108,서울,1908-05-24,14.2,9.5,19.5
237,108,서울,1908-05-25,16.7,10.2,25.2
238,108,서울,1908-05-26,16.8,12.3,22.1
239,108,서울,1908-05-27,16.7,15.0,18.5
240,108,서울,1908-05-28,16.9,13.1,20.8
241,108,서울,1908-05-29,15.9,11.2,21.4
242,108,서울,1908-05-30,16.9,10.6,24.5
243,108,서울,1908-05-31,13.6,10.4,23.5
244,108,서울,1908-06-01,18.8,13.5,26.2
245,108,서울,1908-06-02,19.4,13.0,28.0
246,108,서울,1908-06-03,20.3,14.3,28.3
247,108,서울,1908-06-04,20.0,12.7,29.1
248,108,서울,1908-06-05,18.0,14.4,24.9
249,108,서울,1908-06-06,19.1,15.8,24.8
250,108,서울,1908-06-07,18.9,15.3,24.8
251,108,서울,1908-06-08,19.3,11.6,27.5
252,108,서울,1908-06-09,20.7,12.6,28.9
253,108,서울,1908-06-10,20.3,14.5,27.5
254,108,서울,1908-06-11,21.5,15.9,28.9
255,108,서울,1908-06-12,19.7,17.0,24.5
256,108,서울,1908-06-13,20.8,16.6,26.1
257,108,서울,1908-06-14,21.2,17.0,27.6
258,108,서울,1908-06-15,23.1,17.3,29.5
259,108,서울,1908-06-16,21.2,18.1,26.5
260,108,서울,1908-06-17,21.1,15.5,27.0
261,108,서울,1908-06-18,18.8,17.0,23.5
262,108,서울,1908-06-19,17.6,16.6,21.2
263,108,서울,1908-06-20,20.3,16.8,25.8
264,108,서울,1908-06-21,21.6,16.7,28.0
265,108,서울,1908-06-22,23.6,18.6,29.1
266,108,서울,1908-06-23,24.4,18.3,32.4
267,108,서울,1908-06-24,23.7,19.5,31.0
268,108,서울,1908-06-25,20.1,18.7,22.1
269,108,서울,1908-06-26,22.9,18.5,29.4
270,108,서울,1908-06-27,23.7,19.3,29.6
271,108,서울,1908-06-28,20.6,19.5,23.0
272,108,서울,1908-06-29,22.1,19.3,26.4
273,108,서울,1908-06-30,19.5,16.3,23.5
274,108,서울,1908-07-01,20.1,15.9,23.7
275,108,서울,1908-07-02,20.3,16.7,25.9
276,108,서울,1908-07-03,22.3,16.6,28.5
277,108,서울,1908-07-04,20.2,18.2,23.0
278,108,서울,1908-07-05,20.7,16.5,26.5
279,108,서울,1908-07-06,21.3,14.7,27.2
280,108,서울,1908-07-07,23.5,17.3,30.3
281,108,서울,1908-07-08,23.1,19.5,27.6
282,108,서울,1908-07-09,20.9,19.7,23.2
283,108,서울,1908-07-10,20.9,19.7,22.3
284,108,서울,1908-07-11,23.8,20.1,29.2
285,108,서울,1908-07-12,24.8,19.8,30.4
286,108,서울,1908-07-13,24.3,20.7,29.6
287,108,서울,1908-07-14,25.3,20.0,31.2
288,108,서울,1908-07-15,23.0,20.6,26.5
289,108,서울,1908-07-16,23.3,18.8,29.7
290,108,서울,1908-07-17,24.2,19.7,30.3
291,108,서울,1908-07-18,24.6,19.5,31.5
292,108,서울,1908-07-19,25.9,21.8,29.4
293,108,서울,1908-07-20,22.5,20.5,26.0
294,108,서울,1908-07-21,21.1,19.8,22.2
295,108,서울,1908-07-22,22.9,21.6,25.3
296,108,서울,1908-07-23,24.5,22.5,28.3
297,108,서울,1908-07-24,26.6,22.4,32.9
298,108,서울,1908-07-25,25.5,23.7,27.8
299,108,서울,1908-07-26,24.7,23.2,27.0
300,108,서울,1908-07-27,24.8,23.0,27.5
301,108,서울,1908-07-28,26.3,23.3,29.7
302,108,서울,1908-07-29,26.6,24.7,29.8
303,108,서울,1908-07-30,24.8,23.8,26.7
304,108,서울,1908-07-31,24.9,23.6,27.8
305,108,서울,1908-08-01,26.2,24.4,29.6
306,108,서울,1908-08-02,26.4,23.3,30.7
307,108,서울,1908-08-03,26.9,24.2,32.0
308,108,서울,1908-08-04,26.3,22.6,31.5
309,108,서울,1908-08-05,27.3,23.6,32.4
310,108,서울,1908-08-06,27.5,23.7,33.6
311,108,서울,1908-08-07,26.0,23.4,30.9
312,108,서울,1908-08-08,24.6,20.7,29.5
313,108,서울,1908-08-09,22.4,19.8,26.7
314,108,서울,1908-08-10,24.7,22.0,26.8
315,108,서울,1908-08-11,25.4,21.9,30.5
316,108,서울,1908-08-12,25.2,22.2,30.5
317,108,서울,1908-08-13,24.9,22.1,29.0
318,108,서울,1908-08-14,25.2,23.0,28.9
319,108,서울,1908-08-15,25.5,21.7,30.4
320,108,서울,1908-08-16,25.2,21.1,31.7
321,108,서울,1908-08-17,25.6,21.1,32.0
322,108,서울,1908-08-18,25.6,20.3,33.3
323,108,서울,1908-08-19,25.8,21.0,32.5
324,108,서울,1908-08-20,27.1,21.8,33.5
325,108,서울,1908-08-21,25.9,23.5,31.1
326,108,서울,1908-08-22,23.3,20.7,26.7
327,108,서울,1908-08-23,22.6,19.6,26.1
328,108,서울,1908-08-24,22.8,18.1,27.5
329,108,서울,1908-08-25,19.1,18.0,23.9
330,108,서울,1908-08-26,19.7,18.0,21.3
331,108,서울,1908-08-27,20.2,19.0,23.3
332,108,서울,1908-08-28,22.0,19.1,26.0
333,108,서울,1908-08-29,21.9,18.1,27.7
334,108,서울,1908-08-30,21.2,14.8,27.9
335,108,서울,1908-08-31,21.8,17.5,27.2
336,108,서울,1908-09-01,21.3,16.5,27.1
337,108,서울,1908-09-02,21.7,17.0,26.8
338,108,서울,1908-09-03,21.7,17.0,26.8
339,108,서울,1908-09-04,23.0,19.3,27.5
340,108,서울,1908-09-05,23.8,19.6,28.7
341,108,서울,1908-09-06,22.1,18.2,27.0
342,108,서울,1908-09-07,21.1,17.9,28.0
343,108,서울,1908-09-08,21.3,18.3,25.5
344,108,서울,1908-09-09,20.9,17.9,26.7
345,108,서울,1908-09-10,21.8,17.3,26.1
346,108,서울,1908-09-11,19.7,17.9,23.4
347,108,서울,1908-09-12,19.7,17.6,23.2
348,108,서울,1908-09-13,18.9,14.8,23.7
349,108,서울,1908-09-14,17.1,12.2,23.1
350,108,서울,1908-09-15,18.7,13.5,24.4
351,108,서울,1908-09-16,21.2,17.9,26.8
352,108,서울,1908-09-17,20.5,15.6,25.6
353,108,서울,1908-09-18,20.8,15.7,26.2
354,108,서울,1908-09-19,18.8,16.2,22.2
355,108,서울,1908-09-20,16.5,11.7,21.4
356,108,서울,1908-09-21,18.1,12.2,24.2
357,108,서울,1908-09-22,15.6,10.7,21.8
358,108,서울,1908-09-23,15.8,11.6,20.5
359,108,서울,1908-09-24,14.9,9.0,22.0
360,108,서울,1908-09-25,16.7,9.3,25.0
361,108,서울,1908-09-26,18.1,11.0,27.4
362,108,서울,1908-09-27,18.5,11.4,27.4
363,108,서울,1908-09-28,18.1,11.3,25.7
364,108,서울,1908-09-29,17.9,12.3,23.8
365,108,서울,1908-09-30,15.5,9.9,21.8
366,108,서울,1908-10-01,13.8,8.7,19.0
367,108,서울,1908-10-02,13.3,6.9,20.8
368,108,서울,1908-10-03,14.7,8.5,22.0
369,108,서울,1908-10-04,15.8,10.0,23.4
370,108,서울,1908-10-05,16.4,11.0,23.0
371,108,서울,1908-10-06,15.2,12.0,17.7
372,108,서울,1908-10-07,15.2,9.6,21.4
373,108,서울,1908-10-08,12.7,9.4,17.0
374,108,서울,1908-10-09,13.6,6.5,19.9
375,108,서울,1908-10-10,12.2,5.5,18.6
376,108,서울,1908-10-11,11.8,4.8,19.2
377,108,서울,1908-10-12,11.6,3.2,20.5
378,108,서울,1908-10-13,13.0,4.1,22.5
379,108,서울,1908-10-14,14.7,11.5,18.4
380,108,서울,1908-10-15,16.4,10.4,23.2
381,108,서울,1908-10-16,15.5,9.2,23.2
382,108,서울,1908-10-17,14.4,8.5,20.7
383,108,서울,1908-10-18,14.7,7.5,22.3
384,108,서울,1908-10-19,15.3,8.6,23.2
385,108,서울,1908-10-20,14.7,9.0,21.5
386,108,서울,1908-10-21,15.0,7.2,24.4
387,108,서울,1908-10-22,15.9,7.5,25.3
388,108,서울,1908-10-23,17.5,8.2,22.3
389,108,서울,1908-10-24,18.5,14.7,23.9
390,108,서울,1908-10-25,14.4,13.3,17.2
391,108,서울,1908-10-26,15.1,11.8,18.1
392,108,서울,1908-10-27,13.2,5.7,17.3
393,108,서울,1908-10-28,6.4,2.2,11.8
394,108,서울,1908-10-29,6.6,2.2,12.9
395,108,서울,1908-10-30,6.3,-0.3,13.6
396,108,서울,1908-10-31,7.4,0.0,13.7
397,108,서울,1908-11-01,8.9,2.0,16.4
398,108,서울,1908-11-02,10.7,6.5,17.3
399,108,서울,1908-11-03,10.9,4.2,18.9
400,108,서울,1908-11-04,13.9,6.6,18.6
401,108,서울,1908-11-05,14.3,10.1,18.9
402,108,서울,1908-11-06,9.0,4.4,13.8
403,108,서울,1908-11-07,4.1,0.8,8.0
404,108,서울,1908-11-08,0.5,-4.1,6.0
405,108,서울,1908-11-09,-1.7,-5.3,3.3
406,108,서울,1908-11-10,2.1,-2.8,6.6
407,108,서울,1908-11-11,0.9,-3.2,5.7
408,108,서울,1908-11-12,-0.2,-3.7,3.3
409,108,서울,1908-11-13,2.0,-6.1,7.5
410,108,서울,1908-11-14,0.0,-2.9,3.4
411,108,서울,1908-11-15,-1.2,-6.6,5.3
412,108,서울,1908-11-16,1.8,-6.4,6.8
413,108,서울,1908-11-17,2.8,-2.6,9.7
414,108,서울,1908-11-18,6.5,-0.7,11.2
415,108,서울,1908-11-19,11.5,7.3,15.2
416,108,서울,1908-11-20,10.9,4.1,15.1
417,108,서울,1908-11-21,1.9,-0.8,6.7
418,108,서울,1908-11-22,0.4,-4.3,5.1
419,108,서울,1908-11-23,-2.2,-5.9,2.8
420,108,서울,1908-11-24,1.1,-7.6,7.8
421,108,서울,1908-11-25,6.1,1.5,12.6
422,108,서울,1908-11-26,1.3,-3.2,6.7
423,108,서울,1908-11-27,-4.3,-6.1,-1.5
424,108,서울,1908-11-28,-2.3,-8.6,4.8
425,108,서울,1908-11-29,-0.9,-7.2,4.7
426,108,서울,1908-11-30,-0.1,-4.1,4.9
427,108,서울,1908-12-01,-1.9,-6.8,3.5
428,108,서울,1908-12-02,1.8,-6.3,9.3
429,108,서울,1908-12-03,-1.8,-5.7,2.7
430,108,서울,1908-12-04,1.2,-6.1,7.8
431,108,서울,1908-12-05,4.5,-1.8,9.6
432,108,서울,1908-12-06,0.7,-5.5,6.8
433,108,서울,1908-12-07,-0.2,-3.1,3.2
434,108,서울,1908-12-08,-1.4,-5.9,3.6
435,108,서울,1908-12-09,-1.4,-6.6,6.4
436,108,서울,1908-12-10,-0.7,-7.4,6.5
437,108,서울,1908-12-11,2.1,-3.2,8.8
438,108,서울,1908-12-12,3.3,-2.7,8.4
439,108,서울,1908-12-13,2.9,-2.5,9.9
440,108,서울,1908-12-14,4.6,-0.6,11.7
441,108,서울,1908-12-15,-1.7,-5.0,1.8
442,108,서울,1908-12-16,-1.2,-7.5,5.4
443,108,서울,1908-12-17,0.8,-6.1,6.3
444,108,서울,1908-12-18,-7.7,-11.2,-3.1
445,108,서울,1908-12-19,-2.8,-7.2,1.5
446,108,서울,1908-12-20,-5.7,-11.2,0.4
447,108,서울,1908-12-21,-1.8,-7.6,4.5
448,108,서울,1908-12-22,-0.8,-4.7,2.1
449,108,서울,1908-12-23,-6.2,-9.9,-2.0
450,108,서울,1908-12-24,-2.5,-9.9,1.4
451,108,서울,1908-12-25,-0.3,-6.6,6.3
452,108,서울,1908-12-26,1.8,-2.5,7.9
453,108,서울,1908-12-27,0.9,-4.6,8.5
454,108,서울,1908-12-28,0.4,-3.8,4.5
455,108,서울,1908-12-29,0.7,-2.7,4.8
456,108,서울,1908-12-30,-5.4,-9.2,-1.0
457,108,서울,1908-12-31,-7.5,-12.7,-3.0
458,108,서울,1909-01-01,-7.4,-10.8,-3.5
459,108,서울,1909-01-02,-0.9,-6.2,2.5
460,108,서울,1909-01-03,2.4,0.1,5.0
461,108,서울,1909-01-04,2.4,-3.0,7.6
462,108,서울,1909-01-05,1.2,-1.9,4.7
463,108,서울,1909-01-06,-0.9,-3.4,1.5
464,108,서울,1909-01-07,-3.2,-8.1,1.4
465,108,서울,1909-01-08,-5.5,-9.1,-0.1
466,108,서울,1909-01-09,-4.3,-8.4,0.3
467,108,서울,1909-01-10,-3.4,-8.3,1.5
468,108,서울,1909-01-11,-3.8,-10.4,3.3
469,108,서울,1909-01-12,-0.3,-3.8,1.9
470,108,서울,1909-01-13,-3.2,-6.9,0.2
471,108,서울,1909-01-14,-2.9,-9.2,3.0
472,108,서울,1909-01-15,-3.0,-7.4,2.1
473,108,서울,1909-01-16,-3.7,-10.3,1.7
474,108,서울,1909-01-17,0.1,-4.8,5.5
475,108,서울,1909-01-18,2.5,-1.1,5.2
476,108,서울,1909-01-19,-0.4,-5.5,2.8
477,108,서울,1909-01-20,-4.3,-7.9,0.2
478,108,서울,1909-01-21,-6.6,-9.9,-2.2
479,108,서울,1909-01-22,-7.2,-13.6,-2.3
480,108,서울,1909-01-23,-4.2,-12.1,0.7
481,108,서울,1909-01-24,0.5,-4.0,4.5
482,108,서울,1909-01-25,-1.6,-6.0,2.9
483,108,서울,1909-01-26,-2.3,-6.0,2.2
484,108,서울,1909-01-27,-4.5,-10.5,0.0
485,108,서울,1909-01-28,-2.5,-6.3,2.0
486,108,서울,1909-01-29,-4.8,-10.8,1.5
487,108,서울,1909-01-30,-4.0,-10.8,1.4
488,108,서울,1909-01-31,-2.0,-8.7,4.7
489,108,서울,1909-02-01,-1.7,-8.2,5.8
490,108,서울,1909-02-02,0.6,-5.4,6.2
491,108,서울,1909-02-03,-0.2,-3.4,4.6
492,108,서울,1909-02-04,-4.6,-8.3,-1.3
493,108,서울,1909-02-05,-3.5,-7.5,2.0
494,108,서울,1909-02-06,-8.8,-11.7,-4.7
495,108,서울,1909-02-07,-7.9,-13.2,-2.7
496,108,서울,1909-02-08,-3.6,-11.2,2.2
497,108,서울,1909-02-09,-1.9,-8.8,4.4
498,108,서울,1909-02-10,-0.3,-7.8,5.2
499,108,서울,1909-02-11,-3.9,-8.2,2.6
500,108,서울,1909-02-12,-6.9,-11.5,-1.6
501,108,서울,1909-02-13,-4.1,-12.7,3.6
502,108,서울,1909-02-14,2.6,-4.5,8.8
503,108,서울,1909-02-15,-1.4,-4.6,3.8
504,108,서울,1909-02-16,-3.3,-6.4,1.0
505,108,서울,1909-02-17,-4.6,-10.3,0.9
506,108,서울,1909-02-18,2.2,-7.3,8.2
507,108,서울,1909-02-19,0.8,-8.3,5.9
508,108,서울,1909-02-20,-8.7,-10.9,-4.9
509,108,서울,1909-02-21,-9.5,-12.7,-5.5
510,108,서울,1909-02-22,-7.7,-12.8,-3.3
511,108,서울,1909-02-23,-6.6,-12.4,-1.2
512,108,서울,1909-02-24,-2.6,-9.0,3.6
513,108,서울,1909-02-25,-1.9,-4.5,1.7
514,108,서울,1909-02-26,-3.2,-8.2,0.7
515,108,서울,1909-02-27,-1.3,-6.6,4.9
516,108,서울,1909-02-28,0.9,-5.6,7.3
517,108,서울,1909-03-01,2.6,-1.8,8.4
518,108,서울,1909-03-02,-0.1,-4.2,4.4
