,지점,지점명,일시,평균기온(℃),최저기온(℃),최고기온(℃)
16917,108,서울,1955-03-31,8.6,4.5,14.3
16918,108,서울,1955-04-01,8.7,5.4,14.7
16919,108,서울,1955-04-02,7.2,2.9,13.9
16920,108,서울,1955-04-03,5.3,0.7,11.1
16921,108,서울,1955-04-04,3.1,-2.5,9.0
16922,108,서울,1955-04-05,7.7,1.1,14.8
16923,108,서울,1955-04-06,12.3,6.7,17.9
16924,108,서울,1955-04-07,16.5,10.2,21.2
16925,108,서울,1955-04-08,15.7,9.8,22.2
16926,108,서울,1955-04-09,11.9,9.7,14.4
16927,108,서울,1955-04-10,9.4,5.9,13.2
16928,108,서울,1955-04-11,13.8,4.1,22.0
16929,108,서울,1955-04-12,19.6,15.7,25.0
16930,108,서울,1955-04-13,14.8,10.3,18.9
16931,108,서울,1955-04-14,13.3,10.2,16.4
16932,108,서울,1955-04-15,9.8,8.9,11.6
16933,108,서울,1955-04-16,10.9,9.2,12.1
16934,108,서울,1955-04-17,9.7,8.0,11.1
16935,108,서울,1955-04-18,8.8,6.9,10.7
16936,108,서울,1955-04-19,7.6,5.0,8.9
16937,108,서울,1955-04-20,7.9,2.6,13.5
16938,108,서울,1955-04-21,8.8,3.4,15.5
16939,108,서울,1955-04-22,11.8,3.8,19.8
16940,108,서울,1955-04-23,11.1,8.8,15.0
16941,108,서울,1955-04-24,11.3,8.1,13.8
16942,108,서울,1955-04-25,9.3,5.2,15.4
16943,108,서울,1955-04-26,11.2,3.6,19.0
16944,108,서울,1955-04-27,12.5,6.4,19.4
16945,108,서울,1955-04-28,13.0,6.9,20.4
16946,108,서울,1955-04-29,15.6,10.0,23.8
16947,108,서울,1955-04-30,15.6,7.9,23.8
16948,108,서울,1955-05-01,16.1,9.2,24.3
16949,108,서울,1955-05-02,18.1,10.0,26.0
16950,108,서울,1955-05-03,13.2,10.9,18.0
16951,108,서울,1955-05-04,13.3,9.3,18.2
16952,108,서울,1955-05-05,14.8,11.5,19.8
16953,108,서울,1955-05-06,16.3,11.7,22.7
16954,108,서울,1955-05-07,17.3,10.3,25.1
16955,108,서울,1955-05-08,17.4,11.2,25.2
16956,108,서울,1955-05-09,16.7,11.9,24.1
16957,108,서울,1955-05-10,18.0,12.3,29.0
16958,108,서울,1955-05-11,11.9,9.9,15.3
16959,108,서울,1955-05-12,12.4,9.8,18.1
16960,108,서울,1955-05-13,14.2,8.2,21.6
16961,108,서울,1955-05-14,16.6,9.5,24.5
16962,108,서울,1955-05-15,18.7,12.4,26.5
16963,108,서울,1955-05-16,15.8,13.1,19.3
16964,108,서울,1955-05-17,15.8,13.8,20.6
16965,108,서울,1955-05-18,14.2,11.2,19.9
16966,108,서울,1955-05-19,15.3,10.9,20.6
16967,108,서울,1955-05-20,14.8,11.0,21.1
16968,108,서울,1955-05-21,15.6,10.7,24.0
16969,108,서울,1955-05-22,15.1,9.5,22.5
16970,108,서울,1955-05-23,17.2,8.7,26.6
16971,108,서울,1955-05-24,17.5,13.5,24.7
16972,108,서울,1955-05-25,16.5,9.9,24.8
16973,108,서울,1955-05-26,18.0,12.0,26.3
16974,108,서울,1955-05-27,17.4,12.2,22.9
16975,108,서울,1955-05-28,14.3,13.3,16.1
16976,108,서울,1955-05-29,15.9,12.2,20.3
16977,108,서울,1955-05-30,16.8,12.1,23.0
16978,108,서울,1955-05-31,17.3,11.3,24.5
16979,108,서울,1955-06-01,16.5,12.2,22.4
16980,108,서울,1955-06-02,17.6,11.2,24.4
16981,108,서울,1955-06-03,17.0,12.5,23.9
16982,108,서울,1955-06-04,18.4,11.7,25.7
16983,108,서울,1955-06-05,20.3,13.0,28.3
16984,108,서울,1955-06-06,20.9,14.7,28.4
16985,108,서울,1955-06-07,20.2,15.2,28.1
16986,108,서울,1955-06-08,19.6,14.3,27.2
16987,108,서울,1955-06-09,21.0,15.5,29.9
16988,108,서울,1955-06-10,21.8,17.7,29.2
16989,108,서울,1955-06-11,22.7,16.0,29.7
16990,108,서울,1955-06-12,24.4,19.6,32.8
16991,108,서울,1955-06-13,25.4,18.2,33.7
16992,108,서울,1955-06-14,24.5,19.2,30.9
16993,108,서울,1955-06-15,23.5,19.3,30.9
16994,108,서울,1955-06-16,24.1,18.5,33.2
16995,108,서울,1955-06-17,21.1,19.8,22.8
16996,108,서울,1955-06-18,21.0,18.8,24.3
16997,108,서울,1955-06-19,22.0,18.6,26.3
16998,108,서울,1955-06-20,20.9,19.1,26.1
16999,108,서울,1955-06-21,21.5,18.3,27.7
17000,108,서울,1955-06-22,24.0,17.0,33.8
17001,108,서울,1955-06-23,25.3,22.0,31.9
17002,108,서울,1955-06-24,22.7,21.8,23.2
17003,108,서울,1955-06-25,20.5,19.6,22.0
17004,108,서울,1955-06-26,19.9,18.2,21.3
17005,108,서울,1955-06-27,19.1,17.8,20.5
17006,108,서울,1955-06-28,21.6,16.8,26.8
17007,108,서울,1955-06-29,21.9,18.6,26.7
17008,108,서울,1955-06-30,22.0,20.2,25.6
17009,108,서울,1955-07-01,25.2,20.1,29.9
17010,108,서울,1955-07-02,23.6,21.8,25.5
17011,108,서울,1955-07-03,20.9,18.3,23.8
17012,108,서울,1955-07-04,19.5,17.9,21.9
17013,108,서울,1955-07-05,19.8,18.7,21.2
17014,108,서울,1955-07-06,21.5,18.5,25.5
17015,108,서울,1955-07-07,22.9,18.6,28.6
17016,108,서울,1955-07-08,24.2,19.2,30.6
17017,108,서울,1955-07-09,24.7,20.3,31.0
17018,108,서울,1955-07-10,24.5,22.5,27.6
17019,108,서울,1955-07-11,24.3,22.8,26.0
17020,108,서울,1955-07-12,22.4,21.3,25.3
17021,108,서울,1955-07-13,21.7,20.5,23.5
17022,108,서울,1955-07-14,22.8,19.4,25.9
17023,108,서울,1955-07-15,27.5,23.2,32.4
17024,108,서울,1955-07-16,27.4,24.8,31.7
17025,108,서울,1955-07-17,25.5,23.9,31.5
17026,108,서울,1955-07-18,26.0,23.5,28.9
17027,108,서울,1955-07-19,24.6,22.8,27.1
17028,108,서울,1955-07-20,25.5,22.1,30.3
17029,108,서울,1955-07-21,24.6,22.5,28.5
17030,108,서울,1955-07-22,24.5,22.2,29.0
17031,108,서울,1955-07-23,26.6,22.7,31.5
17032,108,서울,1955-07-24,25.4,23.3,29.8
17033,108,서울,1955-07-25,25.7,22.5,29.5
17034,108,서울,1955-07-26,26.1,23.7,32.8
17035,108,서울,1955-07-27,26.8,23.0,32.3
17036,108,서울,1955-07-28,26.8,24.3,31.5
17037,108,서울,1955-07-29,26.1,24.3,29.3
17038,108,서울,1955-07-30,25.5,25.0,30.2
17039,108,서울,1955-07-31,25.5,23.3,28.8
17040,108,서울,1955-08-01,25.4,23.3,27.2
17041,108,서울,1955-08-02,25.4,22.4,29.4
17042,108,서울,1955-08-03,26.1,22.4,31.1
17043,108,서울,1955-08-04,26.1,22.8,30.7
17044,108,서울,1955-08-05,26.2,24.0,30.6
17045,108,서울,1955-08-06,26.7,23.0,30.9
17046,108,서울,1955-08-07,26.5,23.6,32.3
17047,108,서울,1955-08-08,26.4,23.5,32.1
17048,108,서울,1955-08-09,26.7,23.1,32.0
17049,108,서울,1955-08-10,27.6,23.9,33.3
17050,108,서울,1955-08-11,27.2,23.2,33.3
17051,108,서울,1955-08-12,25.3,19.4,32.6
17052,108,서울,1955-08-13,25.3,19.9,32.3
17053,108,서울,1955-08-14,25.4,20.4,31.8
17054,108,서울,1955-08-15,26.2,21.3,32.8
17055,108,서울,1955-08-16,27.5,23.4,33.9
17056,108,서울,1955-08-17,27.5,23.3,33.3
17057,108,서울,1955-08-18,26.8,22.1,33.8
17058,108,서울,1955-08-19,26.1,22.2,32.3
17059,108,서울,1955-08-20,26.2,23.2,31.8
17060,108,서울,1955-08-21,26.1,20.8,32.8
17061,108,서울,1955-08-22,26.4,20.3,33.0
17062,108,서울,1955-08-23,26.0,20.4,33.1
17063,108,서울,1955-08-24,26.8,21.4,33.5
17064,108,서울,1955-08-25,27.4,21.8,34.2
17065,108,서울,1955-08-26,27.5,22.5,34.0
17066,108,서울,1955-08-27,27.9,22.3,35.0
17067,108,서울,1955-08-28,25.4,22.8,29.8
17068,108,서울,1955-08-29,23.8,21.3,27.9
17069,108,서울,1955-08-30,24.7,19.6,30.6
17070,108,서울,1955-08-31,22.9,18.6,28.5
17071,108,서울,1955-09-01,21.7,18.2,27.1
17072,108,서울,1955-09-02,21.8,16.8,27.8
17073,108,서울,1955-09-03,22.4,17.2,28.1
17074,108,서울,1955-09-04,21.8,18.5,25.3
17075,108,서울,1955-09-05,23.3,17.9,29.4
17076,108,서울,1955-09-06,24.8,19.1,32.3
17077,108,서울,1955-09-07,25.7,20.9,31.3
17078,108,서울,1955-09-08,18.9,17.0,23.8
17079,108,서울,1955-09-09,22.4,17.8,28.2
17080,108,서울,1955-09-10,22.3,19.4,27.3
17081,108,서울,1955-09-11,20.6,19.8,22.8
17082,108,서울,1955-09-12,18.5,16.1,22.9
17083,108,서울,1955-09-13,20.9,17.8,25.1
17084,108,서울,1955-09-14,21.5,19.0,26.2
17085,108,서울,1955-09-15,20.4,15.1,26.5
17086,108,서울,1955-09-16,21.8,16.4,27.4
17087,108,서울,1955-09-17,21.2,18.0,24.0
17088,108,서울,1955-09-18,20.5,16.6,24.9
17089,108,서울,1955-09-19,19.4,13.6,25.9
17090,108,서울,1955-09-20,20.1,15.1,26.5
17091,108,서울,1955-09-21,20.3,14.7,27.4
17092,108,서울,1955-09-22,17.4,15.9,20.1
17093,108,서울,1955-09-23,18.4,15.4,23.4
17094,108,서울,1955-09-24,18.4,11.0,25.3
17095,108,서울,1955-09-25,18.4,11.0,26.0
17096,108,서울,1955-09-26,18.9,15.6,24.2
17097,108,서울,1955-09-27,19.4,13.0,26.9
17098,108,서울,1955-09-28,18.7,12.5,26.2
17099,108,서울,1955-09-29,19.7,13.3,27.2
17100,108,서울,1955-09-30,20.8,15.2,27.6
17101,108,서울,1955-10-01,19.3,12.0,27.3
17102,108,서울,1955-10-02,20.0,15.7,27.2
17103,108,서울,1955-10-03,18.0,14.1,23.9
17104,108,서울,1955-10-04,17.5,11.4,25.2
17105,108,서울,1955-10-05,17.5,12.6,24.2
17106,108,서울,1955-10-06,14.8,13.1,16.1
17107,108,서울,1955-10-07,7.5,5.0,13.6
17108,108,서울,1955-10-08,7.5,1.3,15.2
17109,108,서울,1955-10-09,11.3,3.6,18.9
17110,108,서울,1955-10-10,13.1,8.8,19.4
17111,108,서울,1955-10-11,12.9,5.7,20.2
17112,108,서울,1955-10-12,12.7,5.0,21.3
17113,108,서울,1955-10-13,12.1,9.8,14.3
17114,108,서울,1955-10-14,11.5,10.1,15.9
17115,108,서울,1955-10-15,13.4,9.9,17.9
17116,108,서울,1955-10-16,12.5,7.3,19.4
17117,108,서울,1955-10-17,13.5,9.9,17.2
17118,108,서울,1955-10-18,12.7,7.8,16.1
17119,108,서울,1955-10-19,10.5,3.7,17.8
17120,108,서울,1955-10-20,10.3,5.8,15.1
17121,108,서울,1955-10-21,8.8,5.1,13.8
17122,108,서울,1955-10-22,8.5,2.2,15.2
17123,108,서울,1955-10-23,10.3,4.2,16.7
17124,108,서울,1955-10-24,12.3,5.9,19.7
17125,108,서울,1955-10-25,13.8,8.1,19.2
17126,108,서울,1955-10-26,14.3,9.4,21.0
17127,108,서울,1955-10-27,13.7,7.7,19.9
17128,108,서울,1955-10-28,12.8,11.4,16.1
17129,108,서울,1955-10-29,12.2,6.7,17.7
17130,108,서울,1955-10-30,5.4,1.7,10.3
17131,108,서울,1955-10-31,8.4,1.4,14.7
17132,108,서울,1955-11-01,10.7,4.3,17.3
17133,108,서울,1955-11-02,9.1,3.2,11.9
17134,108,서울,1955-11-03,7.5,3.4,12.2
17135,108,서울,1955-11-04,8.2,2.6,12.7
17136,108,서울,1955-11-05,5.3,0.5,10.1
17137,108,서울,1955-11-06,1.3,-1.6,5.1
17138,108,서울,1955-11-07,1.1,-2.6,5.8
17139,108,서울,1955-11-08,1.6,-2.5,6.6
17140,108,서울,1955-11-09,1.2,-2.8,4.9
17141,108,서울,1955-11-10,3.0,-3.3,8.9
17142,108,서울,1955-11-11,5.4,-1.5,11.9
17143,108,서울,1955-11-12,8.5,4.1,14.1
17144,108,서울,1955-11-13,10.2,4.8,16.8
17145,108,서울,1955-11-14,9.8,3.1,18.3
17146,108,서울,1955-11-15,9.5,3.7,13.6
17147,108,서울,1955-11-16,0.1,-2.8,3.7
17148,108,서울,1955-11-17,2.2,-4.1,8.9
17149,108,서울,1955-11-18,5.1,-0.8,10.9
17150,108,서울,1955-11-19,5.2,-0.2,10.7
17151,108,서울,1955-11-20,6.4,1.3,10.9
17152,108,서울,1955-11-21,7.3,5.7,8.5
17153,108,서울,1955-11-22,6.5,3.7,9.5
17154,108,서울,1955-11-23,4.2,1.2,8.3
17155,108,서울,1955-11-24,5.6,-0.9,11.4
17156,108,서울,1955-11-25,8.6,4.9,14.0
17157,108,서울,1955-11-26,8.1,1.6,12.6
17158,108,서울,1955-11-27,9.5,5.3,13.5
17159,108,서울,1955-11-28,4.6,2.7,9.2
17160,108,서울,1955-11-29,5.4,2.9,9.4
17161,108,서울,1955-11-30,4.6,1.4,9.0
17162,108,서울,1955-12-01,1.7,-2.4,7.8
17163,108,서울,1955-12-02,1.6,-4.5,6.9
17164,108,서울,1955-12-03,3.9,-1.7,9.8
17165,108,서울,1955-12-04,5.7,0.7,10.6
17166,108,서울,1955-12-05,6.6,0.6,12.9
17167,108,서울,1955-12-06,-1.1,-3.5,2.7
17168,108,서울,1955-12-07,-1.4,-4.2,1.3
17169,108,서울,1955-12-08,-0.9,-4.5,2.8
17170,108,서울,1955-12-09,-0.2,-5.4,4.9
17171,108,서울,1955-12-10,2.3,-2.1,5.4
17172,108,서울,1955-12-11,7.0,4.0,12.6
17173,108,서울,1955-12-12,4.1,-0.3,10.7
17174,108,서울,1955-12-13,5.3,2.9,10.1
17175,108,서울,1955-12-14,6.5,3.6,8.7
17176,108,서울,1955-12-15,3.5,-3.0,8.6
17177,108,서울,1955-12-16,-3.0,-5.8,0.3
17178,108,서울,1955-12-17,-5.8,-9.7,-3.1
17179,108,서울,1955-12-18,-2.2,-7.5,2.1
17180,108,서울,1955-12-19,1.5,-4.5,8.0
17181,108,서울,1955-12-20,1.2,-0.5,2.6
17182,108,서울,1955-12-21,-2.7,-7.2,0.6
17183,108,서울,1955-12-22,-5.4,-9.7,-1.3
17184,108,서울,1955-12-23,0.1,-4.3,5.4
17185,108,서울,1955-12-24,0.7,-0.5,1.4
17186,108,서울,1955-12-25,2.8,-2.0,7.6
17187,108,서울,1955-12-26,4.4,1.1,7.8
17188,108,서울,1955-12-27,4.8,0.2,9.1
17189,108,서울,1955-12-28,-2.7,-4.7,2.9
17190,108,서울,1955-12-29,-4.9,-7.8,-2.2
17191,108,서울,1955-12-30,-6.8,-9.5,-3.5
17192,108,서울,1955-12-31,-6.5,-9.2,-2.9
17193,108,서울,1956-01-01,-5.5,-10.1,-0.8
17194,108,서울,1956-01-02,-3.9,-9.7,1.0
17195,108,서울,1956-01-03,-1.1,-8.5,5.7
17196,108,서울,1956-01-04,2.2,-3.0,8.7
17197,108,서울,1956-01-05,-0.4,-3.1,1.8
17198,108,서울,1956-01-06,-5.6,-10.1,-2.8
17199,108,서울,1956-01-07,-11.4,-13.8,-8.3
17200,108,서울,1956-01-08,-11.9,-15.0,-7.5
17201,108,서울,1956-01-09,-10.9,-15.7,-6.9
17202,108,서울,1956-01-10,-6.3,-14.3,-0.5
17203,108,서울,1956-01-11,-4.9,-7.9,-1.8
17204,108,서울,1956-01-12,-1.0,-7.5,3.5
17205,108,서울,1956-01-13,-2.5,-6.8,2.9
17206,108,서울,1956-01-14,-4.3,-9.8,0.3
17207,108,서울,1956-01-15,-3.4,-6.8,0.9
17208,108,서울,1956-01-16,-4.2,-11.1,1.3
17209,108,서울,1956-01-17,0.8,-3.0,6.4
17210,108,서울,1956-01-18,2.1,-2.9,4.6
17211,108,서울,1956-01-19,-3.5,-6.9,0.7
17212,108,서울,1956-01-20,-2.0,-6.1,1.2
17213,108,서울,1956-01-21,-1.5,-3.1,-0.1
17214,108,서울,1956-01-22,-4.5,-11.1,-0.9
17215,108,서울,1956-01-23,-9.5,-13.4,-4.9
17216,108,서울,1956-01-24,-8.1,-12.9,-3.2
17217,108,서울,1956-01-25,-8.1,-12.0,-4.3
17218,108,서울,1956-01-26,-4.8,-9.4,-1.1
17219,108,서울,1956-01-27,-0.7,-5.6,3.9
17220,108,서울,1956-01-28,-3.3,-6.1,1.4
17221,108,서울,1956-01-29,-2.3,-8.7,3.5
17222,108,서울,1956-01-30,0.9,-2.3,6.7
17223,108,서울,1956-01-31,-3.1,-8.0,1.9
17224,108,서울,1956-02-01,-6.2,-10.9,-1.3
17225,108,서울,1956-02-02,-3.7,-10.0,2.1
17226,108,서울,1956-02-03,-2.0,-8.6,4.3
17227,108,서울,1956-02-04,0.3,-3.0,5.1
17228,108,서울,1956-02-05,-2.9,-6.7,1.3
17229,108,서울,1956-02-06,0.9,-4.5,6.0
17230,108,서울,1956-02-07,0.7,-2.8,3.9
17231,108,서울,1956-02-08,-5.1,-10.5,0.3
17232,108,서울,1956-02-09,-8.8,-12.6,-3.9
17233,108,서울,1956-02-10,-8.2,-12.4,-2.9
17234,108,서울,1956-02-11,-6.6,-10.6,-2.3
17235,108,서울,1956-02-12,-4.3,-9.4,1.3
17236,108,서울,1956-02-13,-1.9,-9.1,4.0
17237,108,서울,1956-02-14,0.3,-3.9,5.3
17238,108,서울,1956-02-15,-0.8,-5.9,3.4
17239,108,서울,1956-02-16,-8.9,-11.6,-5.3
17240,108,서울,1956-02-17,-9.8,-13.1,-5.9
17241,108,서울,1956-02-18,-7.8,-12.7,-2.2
17242,108,서울,1956-02-19,-5.0,-9.8,-0.4
17243,108,서울,1956-02-20,-4.9,-8.6,0.0
17244,108,서울,1956-02-21,-6.9,-11.0,-2.0
17245,108,서울,1956-02-22,-4.9,-9.6,0.7
17246,108,서울,1956-02-23,-2.0,-5.1,4.1
17247,108,서울,1956-02-24,-3.2,-8.6,2.9
17248,108,서울,1956-02-25,-0.9,-8.8,6.5
17249,108,서울,1956-02-26,2.8,-0.9,7.2
17250,108,서울,1956-02-27,3.2,0.4,6.0
17251,108,서울,1956-02-28,-0.8,-3.2,1.1
17252,108,서울,1956-02-29,-2.3,-5.1,0.1
17253,108,서울,1956-03-01,-2.3,-5.3,1.5
17254,108,서울,1956-03-02,-2.1,-7.5,2.8
17255,108,서울,1956-03-03,-0.1,-2.2,1.1
17256,108,서울,1956-03-04,0.0,-4.2,4.8
17257,108,서울,1956-03-05,3.6,-1.9,8.4
17258,108,서울,1956-03-06,2.4,-0.7,4.1
17259,108,서울,1956-03-07,-1.7,-3.6,0.9
17260,108,서울,1956-03-08,-3.8,-6.9,0.3
17261,108,서울,1956-03-09,-2.6,-6.8,2.1
17262,108,서울,1956-03-10,-1.3,-5.5,2.7
17263,108,서울,1956-03-11,-3.0,-6.4,-0.3
17264,108,서울,1956-03-12,-4.5,-8.5,-0.3
17265,108,서울,1956-03-13,1.6,-4.1,8.8
17266,108,서울,1956-03-14,6.5,-0.2,11.2
17267,108,서울,1956-03-15,11.5,7.7,14.9
17268,108,서울,1956-03-16,8.0,3.1,14.5
17269,108,서울,1956-03-17,5.6,2.2,8.5
17270,108,서울,1956-03-18,5.5,2.6,8.1
17271,108,서울,1956-03-19,4.7,1.5,9.8
17272,108,서울,1956-03-20,4.4,1.0,10.5
17273,108,서울,1956-03-21,5.6,0.3,9.7
17274,108,서울,1956-03-22,10.9,5.6,15.6
17275,108,서울,1956-03-23,10.7,9.6,12.1
17276,108,서울,1956-03-24,9.8,7.5,11.9
17277,108,서울,1956-03-25,3.3,-0.1,7.5
17278,108,서울,1956-03-26,3.5,0.1,7.1
17279,108,서울,1956-03-27,5.8,1.1,12.7
17280,108,서울,1956-03-28,6.8,2.3,12.5
17281,108,서울,1956-03-29,9.8,5.6,15.7
17282,108,서울,1956-03-30,7.2,3.1,11.7
17283,108,서울,1956-03-31,8.1,0.5,15.8
17284,108,서울,1956-04-01,6.1,3.7,8.9
17285,108,서울,1956-04-02,3.4,1.4,5.5
17286,108,서울,1956-04-03,4.9,2.4,8.8
17287,108,서울,1956-04-04,5.6,2.2,11.3
17288,108,서울,1956-04-05,7.4,2.3,13.3
17289,108,서울,1956-04-06,6.8,2.9,10.4
17290,108,서울,1956-04-07,6.4,4.8,9.5
17291,108,서울,1956-04-08,7.3,4.8,11.1
17292,108,서울,1956-04-09,7.8,1.9,14.1
17293,108,서울,1956-04-10,7.6,4.9,12.9
17294,108,서울,1956-04-11,8.4,3.7,14.0
17295,108,서울,1956-04-12,9.9,7.1,13.9
17296,108,서울,1956-04-13,13.1,6.4,19.4
17297,108,서울,1956-04-14,13.9,11.7,18.2
17298,108,서울,1956-04-15,15.9,11.1,21.4
17299,108,서울,1956-04-16,13.5,7.9,15.3
17300,108,서울,1956-04-17,8.6,4.6,14.3
17301,108,서울,1956-04-18,8.9,6.2,13.5
17302,108,서울,1956-04-19,10.1,8.1,13.4
17303,108,서울,1956-04-20,10.1,5.5,16.3
17304,108,서울,1956-04-21,13.3,4.7,21.4
17305,108,서울,1956-04-22,15.2,8.5,21.4
17306,108,서울,1956-04-23,12.0,6.9,17.7
17307,108,서울,1956-04-24,10.7,4.1,16.7
17308,108,서울,1956-04-25,11.0,7.3,17.6
17309,108,서울,1956-04-26,9.2,6.9,14.1
17310,108,서울,1956-04-27,8.4,3.6,14.0
17311,108,서울,1956-04-28,8.2,3.8,14.5
17312,108,서울,1956-04-29,9.2,3.3,16.1
17313,108,서울,1956-04-30,12.4,5.1,18.4
17314,108,서울,1956-05-01,13.8,7.4,20.7
17315,108,서울,1956-05-02,9.9,6.3,15.3
17316,108,서울,1956-05-03,13.8,7.1,21.5
17317,108,서울,1956-05-04,16.7,9.1,26.7
17318,108,서울,1956-05-05,12.5,7.6,22.5
17319,108,서울,1956-05-06,12.2,7.6,17.8
17320,108,서울,1956-05-07,12.4,9.8,17.0
17321,108,서울,1956-05-08,14.0,7.4,22.5
17322,108,서울,1956-05-09,15.1,9.0,22.1
17323,108,서울,1956-05-10,10.4,9.4,14.6
17324,108,서울,1956-05-11,11.4,8.5,16.5
17325,108,서울,1956-05-12,12.4,7.7,18.7
17326,108,서울,1956-05-13,13.6,9.1,20.1
17327,108,서울,1956-05-14,14.0,8.3,21.7
17328,108,서울,1956-05-15,14.8,9.8,22.3
17329,108,서울,1956-05-16,15.3,10.3,22.9
17330,108,서울,1956-05-17,15.0,9.8,20.1
17331,108,서울,1956-05-18,16.8,10.6,25.0
17332,108,서울,1956-05-19,13.7,10.1,20.0
17333,108,서울,1956-05-20,17.9,13.0,26.2
17334,108,서울,1956-05-21,18.8,14.1,24.4
17335,108,서울,1956-05-22,19.1,14.7,25.6
17336,108,서울,1956-05-23,17.8,14.1,22.3
17337,108,서울,1956-05-24,18.4,13.2,24.8
17338,108,서울,1956-05-25,14.4,11.7,16.4
17339,108,서울,1956-05-26,15.3,11.9,19.5
17340,108,서울,1956-05-27,17.0,12.9,22.7
17341,108,서울,1956-05-28,18.4,12.1,26.4
17342,108,서울,1956-05-29,18.1,14.4,24.1
17343,108,서울,1956-05-30,16.5,14.3,21.5
17344,108,서울,1956-05-31,17.8,12.5,24.6
17345,108,서울,1956-06-01,21.7,16.2,27.8
17346,108,서울,1956-06-02,23.4,17.4,31.3
17347,108,서울,1956-06-03,23.3,18.8,30.6
17348,108,서울,1956-06-04,21.2,18.0,25.5
17349,108,서울,1956-06-05,18.9,17.0,24.4
17350,108,서울,1956-06-06,20.7,16.1,25.1
17351,108,서울,1956-06-07,19.7,17.2,25.7
17352,108,서울,1956-06-08,18.4,15.8,22.3
17353,108,서울,1956-06-09,22.1,16.9,28.8
17354,108,서울,1956-06-10,21.7,16.7,28.3
17355,108,서울,1956-06-11,18.1,14.9,20.9
17356,108,서울,1956-06-12,18.2,14.5,23.4
17357,108,서울,1956-06-13,17.0,14.2,21.5
17358,108,서울,1956-06-14,19.8,16.1,24.9
17359,108,서울,1956-06-15,21.4,16.1,29.4
17360,108,서울,1956-06-16,21.2,15.5,27.9
17361,108,서울,1956-06-17,16.6,15.7,17.9
17362,108,서울,1956-06-18,18.9,15.6,23.7
17363,108,서울,1956-06-19,20.7,17.0,24.7
17364,108,서울,1956-06-20,19.0,16.9,21.8
17365,108,서울,1956-06-21,20.7,16.7,25.3
17366,108,서울,1956-06-22,19.0,17.0,20.7
17367,108,서울,1956-06-23,17.5,14.3,21.0
17368,108,서울,1956-06-24,18.6,12.4,24.9
17369,108,서울,1956-06-25,17.5,15.2,21.3
17370,108,서울,1956-06-26,14.9,13.7,17.4
17371,108,서울,1956-06-27,15.9,13.1,19.5
17372,108,서울,1956-06-28,20.0,14.4,26.5
17373,108,서울,1956-06-29,22.2,16.6,28.3
17374,108,서울,1956-06-30,23.2,19.6,27.9
17375,108,서울,1956-07-01,24.3,20.4,29.7
17376,108,서울,1956-07-02,22.5,19.4,26.5
17377,108,서울,1956-07-03,22.8,17.6,27.9
17378,108,서울,1956-07-04,21.5,19.1,24.1
17379,108,서울,1956-07-05,20.1,19.3,22.4
17380,108,서울,1956-07-06,22.9,18.7,28.1
17381,108,서울,1956-07-07,21.2,17.5,27.4
17382,108,서울,1956-07-08,22.0,17.8,28.1
17383,108,서울,1956-07-09,22.4,18.5,26.1
17384,108,서울,1956-07-10,24.7,21.3,28.2
17385,108,서울,1956-07-11,25.2,22.4,29.7
17386,108,서울,1956-07-12,26.0,21.9,31.0
17387,108,서울,1956-07-13,23.6,22.1,25.3
17388,108,서울,1956-07-14,22.8,21.7,23.8
17389,108,서울,1956-07-15,23.5,21.4,24.5
17390,108,서울,1956-07-16,21.9,19.7,23.7
17391,108,서울,1956-07-17,24.0,19.5,30.0
17392,108,서울,1956-07-18,22.0,21.0,23.3
17393,108,서울,1956-07-19,24.5,21.5,26.7
17394,108,서울,1956-07-20,25.7,22.8,30.3
17395,108,서울,1956-07-21,26.7,24.1,30.7
17396,108,서울,1956-07-22,26.0,24.7,29.3
17397,108,서울,1956-07-23,23.5,22.1,26.7
17398,108,서울,1956-07-24,24.7,21.8,27.7
17399,108,서울,1956-07-25,26.6,23.9,30.8
17400,108,서울,1956-07-26,25.4,22.8,26.7
17401,108,서울,1956-07-27,27.6,24.9,31.7
17402,108,서울,1956-07-28,25.0,23.9,28.0
17403,108,서울,1956-07-29,27.5,24.2,33.0
17404,108,서울,1956-07-30,28.3,24.7,33.9
17405,108,서울,1956-07-31,29.6,25.5,34.7
17406,108,서울,1956-08-01,29.9,25.5,34.9
17407,108,서울,1956-08-02,30.3,26.4,35.0
17408,108,서울,1956-08-03,29.7,26.3,34.4
17409,108,서울,1956-08-04,27.6,25.2,32.7
17410,108,서울,1956-08-05,26.7,24.4,31.2
17411,108,서울,1956-08-06,25.8,23.9,28.9
17412,108,서울,1956-08-07,25.7,24.2,28.4
17413,108,서울,1956-08-08,26.0,23.8,30.6
17414,108,서울,1956-08-09,27.2,24.4,32.2
17415,108,서울,1956-08-10,27.3,23.9,33.7
17416,108,서울,1956-08-11,27.1,22.7,32.7
17417,108,서울,1956-08-12,26.9,23.4,32.6
17418,108,서울,1956-08-13,25.6,22.3,30.3
17419,108,서울,1956-08-14,26.3,21.8,32.1
17420,108,서울,1956-08-15,25.5,21.9,30.5
17421,108,서울,1956-08-16,25.6,22.5,29.5
17422,108,서울,1956-08-17,22.9,17.9,27.3
17423,108,서울,1956-08-18,21.5,15.5,27.6
17424,108,서울,1956-08-19,22.4,17.3,29.6
17425,108,서울,1956-08-20,22.9,19.4,28.7
